file,text_cleaned,text_lemm,text_stem,field
2014-57380-14," Датчики  частоты  вращения 70085-1010-422  ( далее -  датчики)  предназначены  для измерения частоты похождения метки (меток), закрепленной на вращающемся роторе газовой турбины, установленной на ТЭЦ ПГУ «ГСР ЭНЕРГО», Санкт-Петербург, г. Колпино.   ",датчик частота вращение далее датчик предназначить для измерение частота [UNK] метка метка [UNK] на [UNK] ротор газовый турбина установить на тэц пгу [UNK] энерго [UNK] [UNK] г [UNK],датчик частот вращен дал датчик предназнач для измерен частот [UNK] [UNK] [UNK] [UNK] на [UNK] ротор газов турбин установлен на тэц пгу [UNK] энерг [UNK] [UNK] г [UNK],
2014-57390-14, Преобразователи  напряжения  измерительные  модульные  для  индуктивных  датчиков предназначены  для  измерения  переменного  напряжения  на  перемещения NI SCXI-1540 вторичной обмотке индуктивных датчиков перемещения. ,преобразователи напряжение измерительный модульный для индуктивный датчик предназначить для измерение переменный напряжение на перемещение вторичный [UNK] индуктивный датчик перемещение,преобразовател напряжен измерительн модульн для индуктивн датчик предназнач для измерен перемен напряжен на перемещен вторичн [UNK] индуктивн датчик перемещен,датчики линейных перемещений
2014-57553-14," Установки  универсальные  измерительные  для  контроля  контура,  шероховатости  и круглости VC/LC  (далее -  установки измерительные) предназначены для измерений геомет-рических величин, используемых для анализа параметров контура, шероховатости плоских и сложных криволинейных поверхностей. ",установка универсальный измерительный для контроль контур шероховатость и [UNK] далее установка измерительный предназначить для измерение [UNK] [UNK] величина использовать для анализ параметр контур шероховатость [UNK] и сложный [UNK] поверхность,установк универсальн измерительн для контрол контур шероховат и [UNK] дал установк измерительн предназнач для измерен [UNK] [UNK] величин используем для анализ параметр контур шероховат [UNK] и сложн [UNK] поверхн,
2014-57564-14," Трансформаторы  тока  ТШП-0,66М  (далее –  трансформаторы)  предназначены  для передачи  сигналов  измерительной  информации  средствам  измерений,  устройствам  защиты, автоматики,  сигнализации  и  управления  в  электрических  установках  переменного  тока промышленной частоты на номинальное напряжение 0,66 кВ. ",трансформатор ток [UNK] м далее трансформатор предназначить для передача сигнал измерительный информация средство измерение устройство защита автоматика сигнализация и управление в электрический установка переменный ток промышленный частота на номинальный напряжение кв,трансформатор ток [UNK] м дал трансформатор предназнач для передач сигнал измерительн информац средств измерен устройств защит автоматик сигнализац и управлен в электрическ установк перемен ток промышлен частот на номинальн напряжен кв,трансформаторы
2014-57694-14, Набор  мер  коэффициентов  передачи  и  отражения 85053B  ( далее –  набор  мер) предназначен  для  воспроизведения  единицы  волнового  сопротивления  в  коаксиальных трактах. ,набор мера коэффициент передача и отражение далее набор мера предназначить для воспроизведение единица [UNK] сопротивление в коаксиальный тракт,набор мер коэффициент передач и отражен дал набор мер предназнач для воспроизведен единиц [UNK] сопротивлен в коаксиальн тракт,
2014-57709-14," Штангенциркули торговой  марки  «Калиброн» штангенциркули)  предназначены  для  измерений  наружных  и  внутренних  линейных размеров деталей, а также для измерений глубин. (далее  по тексту - ",[UNK] торговый марка [UNK] [UNK] предназначить для измерение наружный и внутренний линейный размер деталь а также для измерение глубина далее по текст,[UNK] торгов марк [UNK] [UNK] предназнач для измерен наружн и внутрен линейн размер детал а такж для измерен глубин дал по текст,
2014-57788-14-1, Источники питания постоянного тока серии N8900 (далее –  источники) предназначены для воспроизведения напряжения и силы постоянного тока. ,источник питание постоянный ток серия далее источник предназначить для воспроизведение напряжение и сила постоянный ток,источник питан постоя ток сер дал источник предназнач для воспроизведен напряжен и сил постоя ток,источники питания постоянного тока
2014-57801-14," Система  автоматизированная  информационно-измерительная  коммерческого  учета электрической энергии (мощности) АИИС КУЭ ОАО «Генерирующая компания» Казанская ТЭЦ-2  Третья  очередь  (далее –  АИИС  КУЭ  ОАО  «Генерирующая  компания»  Казанская ТЭЦ-2  Третья  очередь)  предназначена  для  измерений,  коммерческого  (технического)  учета электрической  энергии  (мощности),  а  также  автоматизированного  сбора,  накопления,  обра-ботки, хранения и отображения информации об энергоснабжении.  ",система автоматизировать информационно измерительный коммерческий учёт электрический энергия мощность аиис куэ оао генерировать компания казанский тэц [UNK] очередь далее аиис куэ оао генерировать компания казанский тэц [UNK] очередь предназначить для измерение коммерческий технический учёт электрический энергия мощность а также автоматизировать сбор накопление обра ботки хранение и отображение информация об энергоснабжение,систем автоматизирова информацион измерительн коммерческ учет электрическ энерг мощност аиис куэ оа генерирующ компан казанск тэц [UNK] очеред дал аиис куэ оа генерирующ компан казанск тэц [UNK] очеред предназнач для измерен коммерческ техническ учет электрическ энерг мощност а такж автоматизирова сбор накоплен обр ботк хранен и отображен информац об энергоснабжен,коммерческий учет электроэнергии 2
2014-57858-14,"       Твердомеры  универсальные NOVOTEST  Т  (далее –  твердомеры)    предназначены  для измерений  твердости  металлов  и  сплавов  по  шкалам  Роквелла,  Бринелля,  Виккерса,  а  также вычисления предела прочности материалов на растяжение.  ",твердомер универсальный т далее твердомер предназначить для измерение твёрдость металл и сплав по шкалам роквелла бринелля виккерс а также вычисление предел [UNK] материал на растяжение,твердомер универсальн т дал твердомер предназнач для измерен твердост металл и сплав по шкал роквелл бринелл виккерс а такж вычислен предел [UNK] материал на растяжен,твердомеры
2014-57980-14," Аппаратура  геодезическая  спутниковая PrinCe N71 предназначена  для  измерения координат  точек  земной  поверхности  при  выполнении  кадастровых  и  землеустроительных работ, а также при создании и обновлении государственных топографических карт и планов в графической, цифровой, фотографической и иных формах. ",аппаратура геодезический спутниковый предназначить для измерение координата точка земной поверхность при выполнение [UNK] и [UNK] работа а также при [UNK] и [UNK] государственный [UNK] [UNK] и [UNK] в [UNK] цифровой [UNK] и [UNK] форма,аппаратур геодезическ спутников предназнач для измерен координат точек земн поверхн при выполнен [UNK] и [UNK] работ а такж при [UNK] и [UNK] государствен [UNK] [UNK] и [UNK] в [UNK] цифров [UNK] и ин форм,
2014-57981-14," Система информационно-измерительная для определения параметров устойчивости, управляемости, тягово-скоростных и тормозных свойств автомототранспортных средств imc CS-1016 предназначена для измерения сигналов от датчиков различных физических величин, преобразования усиленных сигналов в цифровую форму и индикации значений измеряемых величин. Система информационно-измерительная для определения параметров устойчивости, управляемости, тягово-скоростных и тормозных свойств автомототранспортных средств imc CS-1016 обеспечивает измерение следующих параметров: -   крутящего момента на рулевом колесе; -   угла поворота рулевого колеса; -   угла поворота; -   частоты вращения колеса; -   скорости движения автомототранспортных средств; -   ускорений автомототранспортных средств; -   длины пройденного пути; -   усилия на педали тормоза; -   усилия на рычаге ручного тормоза; -   перемещения рычагов управления и хода подвески. ",система информационно измерительный для определение параметр [UNK] [UNK] [UNK] [UNK] и тормозной свойство автомототранспортный средство предназначить для измерение сигнал от датчик различный физический величина преобразование [UNK] сигнал в цифровой форма и индикация значение измеряемых величина система информационно измерительный для определение параметр [UNK] [UNK] [UNK] [UNK] и тормозной свойство автомототранспортный средство обеспечивать измерение следующий параметр крутящего момент на [UNK] колесо угол поворот [UNK] колесо угол поворот частота вращение колесо скорость движение автомототранспортный средство ускорение автомототранспортный средство длина пройденного путь усилие на [UNK] [UNK] усилие на [UNK] ручной [UNK] перемещение [UNK] управление и [UNK] [UNK],систем информацион измерительн для определен параметр [UNK] [UNK] тягов [UNK] и тормозн свойств автомототранспортн средств предназнач для измерен сигнал от датчик различн физическ величин преобразован усилен сигнал в цифров форм и индикац значен измеря величин систем информацион измерительн для определен параметр [UNK] [UNK] тягов [UNK] и тормозн свойств автомототранспортн средств обеспечива измерен след параметр крутя момент на [UNK] колес угл поворот [UNK] колес угл поворот частот вращен колес скорост движен автомототранспортн средств ускорен автомототранспортн средств длин пройден пут усил на [UNK] [UNK] усил на [UNK] ручн [UNK] перемещен [UNK] управлен и [UNK] [UNK],
2014-58002-14,        Установки поверочные УПРА (далее – установки) предназначены для воспроизведе-ния и передачи единицы объёмного расхода газа (м3/ч) с целью поверки и калибровки ро-таметров и счётчиков газа.  ,установка поверочный [UNK] далее установка предназначить для [UNK] ния и передача единица объ много расход газ м ч с цель поверка и калибровка [UNK] [UNK] и сч [UNK] газ,установк поверочн [UNK] дал установк предназнач для [UNK] ни и передач единиц об мног расход газ м ч с цел поверк и калибровк [UNK] [UNK] и сч тчик газ,
2014-58144-14," Комплекс  измерительно-вычислительный CENTUM CS3000R3  (далее –  ИВК) предназначен для измерения, преобразования, регистрации, обработки и хранения входных цифровых  и  аналоговых  сигналов,  поступающих  от  измерительных  преобразователей объемного  и  массового  расхода,  давления,  температуры;  вычисления  объемного  расхода (объема)  газов,  приведенного  к  стандартным  условиям  в  соответствии  с  ГОСТ 2939-63; расчета массового расхода (массы) воды и перегретого пара на ЗБ ОАО «ТАИФ-НК». ",комплекс измерительно вычислительный далее ивк предназначить для измерение преобразование регистрация обработка и хранение входной цифровой и аналоговый сигнал поступать от измерительный преобразователь объёмный и массовый расход давление температура вычисление объёмный расход объём газ привести к стандартный условие в соответствие с гост расчёт массовый расход масса вода и перегретый пар на зб оао таиф нк,комплекс измерительн вычислительн дал ивк предназнач для измерен преобразован регистрац обработк и хранен входн цифров и аналогов сигнал поступа от измерительн преобразовател объемн и массов расход давлен температур вычислен объемн расход объем газ приведен к стандартн услов в соответств с гост расчет массов расход масс вод и перегрет пар на зб оа таиф нк,
2014-58183-14, Термопреобразователи  сопротивления  многоточечные NLI предназначены  для измерений  температуры  жидких  сред  по  высоте  заполнения  в  резервуарах  технологических  и товарных парков. ,термопреобразователи сопротивление [UNK] предназначить для измерение температура жидкий среда по высота [UNK] в резервуар технологический и товарный [UNK],термопреобразовател сопротивлен [UNK] предназнач для измерен температур жидк сред по высот [UNK] в резервуар технологическ и товарн [UNK],термопреобразователи
2014-58211-14, Разветвители метки времени CH-4731 (далее –  РМВ) предназначены для формирова-ния нормированных интервалов времени между выходными импульсными сигналами. ,[UNK] метка время далее [UNK] предназначить для [UNK] ния [UNK] интервал время между выходной импульсный сигнал,[UNK] [UNK] времен дал [UNK] предназнач для [UNK] ни нормирова интервал времен межд выходн импульсн сигнал,
2014-58229-14, Твердомеры  Роквелла N7 Р  (далее -  твердомеры)  предназначены  для    измерений твердости торцов зубчатых колес по шкалам Роквелла.  ,твердомер роквелла р далее твердомер предназначить для измерение твёрдость [UNK] [UNK] колесо по шкалам роквелла,твердомер роквелл р дал твердомер предназнач для измерен твердост [UNK] [UNK] колес по шкал роквелл,твердомеры
2014-58285-14," Анализаторы жидкости титриметрические AppliTek модели EPA, UPA (далее - анализа-торы)  предназначены  для  измерений  массовой  концентрации  анионов  (хлоридов,  гидрокси-дов, карбонатов, сульфатов) в технологических жидкостях (рассоле) при производстве хлора, а  также  в  сточных  водах  общезаводских  вспомогательных  систем,  входящих  в  состав  ком-плекса по производству ПВХ ООО ""РусВинил"", Нижегородская область, Кстовский район, г. Кстово. ",анализатор жидкость [UNK] модель далее анализ [UNK] предназначить для измерение массовый концентрация [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] в технологический жидкость [UNK] при производство хлор а также в сточный вода [UNK] [UNK] система входить в состав [UNK] [UNK] по производство [UNK] ооо [UNK] [UNK] область [UNK] [UNK] г [UNK],анализатор жидкост [UNK] модел дал анализ [UNK] предназнач для измерен массов концентрац [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] в технологическ жидкост [UNK] при производств хлор а такж в сточн вод [UNK] [UNK] сист входя в соста ком [UNK] по производств [UNK] оо [UNK] [UNK] област [UNK] район г [UNK],
2014-58401-14, Системы  индустриальной  антисейсмической  защиты  СИАЗ-02Р  (далее  -  системы) предназначены  для  измерений  низкочастотных  линейных  ускорений  и  регистрации сейсмических  или  искусственных  воздействий  на  контролируемый  объект;  непрерывного контроля  величины  колебаний  грунта  площадки  контролируемого  объекта;  автоматической выдачи сигналов в систему аварийной защиты. ,система [UNK] [UNK] защита [UNK] р далее система предназначить для измерение низкочастотный линейный ускорение и регистрация [UNK] или [UNK] воздействие на контролировать объект непрерывный контроль величина колебание [UNK] площадка [UNK] объект автоматический выдача сигнал в система аварийный защита,систем [UNK] [UNK] защит [UNK] р дал систем предназнач для измерен низкочастотн линейн ускорен и регистрац [UNK] ил [UNK] воздейств на контролируем объект непрерывн контрол величин колебан [UNK] площадк контролируем объект автоматическ выдач сигнал в сист аварийн защит,
2014-58407-14," Твердомеры  Виккерса NEXUS 4303, NEXUS 4303-IMP, NEXUS 4504,  NEXUS 4504-IMP (далее -  твердомеры) предназначены для  измерений твердости металлов и сплавов по шкалам Виккерса в соответствии с ГОСТ Р ИСО 6507-1-2007.  ",твердомер виккерс далее твердомер предназначить для измерение твёрдость металл и сплав по шкалам виккерс в соответствие с гост р исо,твердомер виккерс дал твердомер предназнач для измерен твердост металл и сплав по шкал виккерс в соответств с гост р ис,твердомеры
2014-58429-14," Система  автоматизированная  информационно-измерительная  коммерческого  учета электроэнергии  (АИИС  КУЭ)  энергоблоков  ПГУ-247,5  ст.  № 1, 2, 3  ОАО  «Фортум»  Ордена Ленина  Челябинской  ГРЭС  предназначена  для  измерения  активной  и  реактивной электроэнергии,  потребленной отдельными технологическими объектами, сбора, хранения и обработки полученной информации.  установленные  интервалы времени за ",система автоматизировать информационно измерительный коммерческий учёт электроэнергия аиис куэ [UNK] пгу [UNK] оао фортум [UNK] [UNK] челябинский грэс предназначить для измерение активный и реактивный электроэнергия потребить отдельный технологический объект сбор хранение и обработка получить информация установить интервал время за,систем автоматизирова информацион измерительн коммерческ учет электроэнерг аиис куэ энергоблок пгу [UNK] оа фортум [UNK] [UNK] челябинск грэс предназнач для измерен активн и реактивн электроэнерг потреблен отдельн технологическ объект сбор хранен и обработк получен информац установлен интервал времен за,коммерческий учет электроэнергии 2
2014-58511-14,  Датчики  тока  бесконтактные  ДТБ 5  ( далее  по  тексту –  датчики)  предназначены  для преобразования  входного  сигнала  силы  постоянного  тока  в  пропорциональный  выходной сигнал напряжения постоянного тока. ,датчик ток бесконтактный [UNK] далее по текст датчик предназначить для преобразование входной сигнал сила постоянный ток в [UNK] выходной сигнал напряжение постоянный ток,датчик ток бесконтактн [UNK] дал по текст датчик предназнач для преобразован входн сигна сил постоя ток в пропорциональн выходн сигна напряжен постоя ток,датчики линейных перемещений
2014-58537-14," Система  автоматизированная  информационно-измерительная  коммерческого  учета электроэнергии (АИИС КУЭ) ПС 220  кВ «Тамбовская №4» для технологического присоедине-ния электроустановок ООО «Мега профит» (далее - АИИС КУЭ) предназначена для измерений активной и реактивной электроэнергии, сбора, обработки, хранения и передачи полученной ин-формации. ",система автоматизировать информационно измерительный коммерческий учёт электроэнергия аиис куэ пс кв тамбовский для технологический [UNK] ния электроустановка ооо [UNK] [UNK] далее аиис куэ предназначить для измерение активный и реактивный электроэнергия сбор обработка хранение и передача получить [UNK] [UNK],систем автоматизирова информацион измерительн коммерческ учет электроэнерг аиис куэ пс кв тамбовск для технологическ [UNK] ни [UNK] оо [UNK] [UNK] дал аиис куэ предназнач для измерен активн и реактивн электроэнерг сбор обработк хранен и передач получен ин [UNK],коммерческий учет электроэнергии 2
2014-58571-14, Счетчики  статические  трехфазные  переменного  тока  активной  и  реактивной  энергии МТ880 (далее – счетчики) предназначены для измерения и регистрации  активной и реактивной электрической энергии и времени. ,счётчик статический трехфазные переменный ток активный и реактивный энергия мт далее счётчик предназначить для измерение и регистрация активный и реактивный электрический энергия и время,счетчик статическ трехфазн перемен ток активн и реактивн энерг мт дал счетчик предназнач для измерен и регистрац активн и реактивн электрическ энерг и времен,счетчики электрической энергии N-фазные
2014-58705-14," Рупоры  измерительные  широкополосные  П6-124,  П6-125,  П6-126,  П6-128,  П6-129, П6-130 (далее по тексту – рупоры) предназначены для измерений характеристик электромаг-нитных полей.  ",[UNK] измерительный [UNK] п п п п п п далее по текст [UNK] предназначить для измерение характеристика [UNK] [UNK] поле,[UNK] измерительн [UNK] п п п п п п дал по текст [UNK] предназнач для измерен характеристик [UNK] [UNK] пол,
2014-58814-14, Экспресс-анализаторы параметров крови портативные  SD LipidoCare (далее – анали-заторы) предназначены для автоматического измерения содержания холестерина в крови. ,экспресс [UNK] параметр кровь [UNK] далее [UNK] [UNK] предназначить для автоматический измерение содержание [UNK] в кровь,экспресс анализатор параметр кров портативн дал [UNK] [UNK] предназнач для автоматическ измерен содержан [UNK] в кров,химические анализаторы
2014-58932-14," Система автоматизированная информационно-измерительная коммерческого учета элек-троэнергии (АИИС КУЭ) тяговой подстанции «Ноябрьская» Свердловской ЖД -  филиала ОАО «Российские железные дороги» в границах Тюменской области (далее по тексту -  АИИС КУЭ) предназначена для измерения активной и реактивной электроэнергии, сбора, обработки, хране-ния и передачи полученной информации. ",система автоматизировать информационно измерительный коммерческий учёт элек троэнергии аиис куэ тяговый подстанция [UNK] свердловский жд филиал оао российский железный дорога в граница тюменский область далее по текст аиис куэ предназначить для измерение активный и реактивный электроэнергия сбор обработка хране ния и передача получить информация,систем автоматизирова информацион измерительн коммерческ учет элек троэнерг аиис куэ тягов подстанц [UNK] свердловск жд филиа оа российск железн дорог в границ тюменск област дал по текст аиис куэ предназнач для измерен активн и реактивн электроэнерг сбор обработк хран ни и передач получен информац,коммерческий учет электроэнергии 1
2014-59140-14," Система автоматизированная информационно-измерительная коммерческого учета элек-троэнергии (АИИС КУЭ) тяговой подстанции «Варгаши» Южно-Уральской ЖД - филиала ОАО «Российские железные дороги» в границах Курганской области (далее по тексту -  АИИС КУЭ) предназначена для измерения активной и реактивной электроэнергии, сбора, обработки, хране-ния и передачи полученной информации. ",система автоматизировать информационно измерительный коммерческий учёт элек троэнергии аиис куэ тяговый подстанция [UNK] южно уральский жд филиал оао российский железный дорога в граница курганский область далее по текст аиис куэ предназначить для измерение активный и реактивный электроэнергия сбор обработка хране ния и передача получить информация,систем автоматизирова информацион измерительн коммерческ учет элек троэнерг аиис куэ тягов подстанц [UNK] южн уральск жд филиа оа российск железн дорог в границ курганск област дал по текст аиис куэ предназнач для измерен активн и реактивн электроэнерг сбор обработк хран ни и передач получен информац,коммерческий учет электроэнергии 1
2014-59251-14," Система  автоматизированная  информационно-измерительная  коммерческого  учета электрической  энергии  и  мощности    ЗАО  «Доринда»  «О'КЕЙ  ЭКСПРЕСС»  (далее  АИИС КУЭ)  предназначена  для  измерения  активной  и  реактивной  электрической  энергии  и мощности, потребленной отдельными технологическими объектами  ЗАО «Доринда» «О'КЕЙ ЭКСПРЕСС», а также  сбора, обработки, хранения полученной информации. ",система автоматизировать информационно измерительный коммерческий учёт электрический энергия и мощность зао [UNK] о [UNK] экспресс далее аиис куэ предназначить для измерение активный и реактивный электрический энергия и мощность потребить отдельный технологический объект зао [UNK] о [UNK] экспресс а также сбор обработка хранение получить информация,систем автоматизирова информацион измерительн коммерческ учет электрическ энерг и мощност за [UNK] о [UNK] экспресс дал аиис куэ предназнач для измерен активн и реактивн электрическ энерг и мощност потреблен отдельн технологическ объект за [UNK] о [UNK] экспресс а такж сбор обработк хранен получен информац,коммерческий учет электроэнергии 2
2014-59323-14," Установки  радиометрические  РКС-07П1  (далее -  установка)  предназначены  для измерения объемной активности (ОА) радиоактивных газов, аэрозолей и паров йода-131 в газо-аэрозольных выбросах. ",установка [UNK] [UNK] п далее установка предназначить для измерение объёмный активность [UNK] радиоактивный газ [UNK] и пар [UNK] в [UNK] [UNK] выброс,установк [UNK] [UNK] п дал установк предназнач для измерен объемн активн о радиоактивн газ [UNK] и пар [UNK] в газ [UNK] выброс,
2014-59390-14," Система  автоматизированная  информационно-измерительная  коммерческого  учета электроэнергии АИИС КУЭ ЕНЭС ПС 220  кВ «Нефтепровод» (далее по тексту –  АИИС КУЭ) предназначена  для  измерения  активной  и  реактивной  электроэнергии,  сбора,  обработки, хранения и передачи полученной информации. Полученные  данные  и  результаты  измерений  могут  использоваться  для  оперативного управления энергопотреблением на ПС 220 кВ «Нефтепровод» ОАО «ФСК ЕЭС». ",система автоматизировать информационно измерительный коммерческий учёт электроэнергия аиис куэ енэс пс кв нефтепровод далее по текст аиис куэ предназначить для измерение активный и реактивный электроэнергия сбор обработка хранение и передача получить информация получить данные и результат измерение мочь использоваться для оперативный управление энергопотребление на пс кв нефтепровод оао фск еэс,систем автоматизирова информацион измерительн коммерческ учет электроэнерг аиис куэ енэс пс кв нефтепровод дал по текст аиис куэ предназнач для измерен активн и реактивн электроэнерг сбор обработк хранен и передач получен информац получен дан и результат измерен могут использова для оперативн управлен энергопотреблен на пс кв нефтепровод оа фск еэс,коммерческий учет электроэнергии 2
2014-59391-14," Система  автоматизированная  информационно-измерительная  коммерческого  учета электроэнергии АИИС КУЭ ЕНЭС ПС 220  кВ  «Баррикадная»  (далее по тексту –  АИИС КУЭ) предназначена  для  измерения  активной  и  реактивной  электроэнергии,  сбора,  обработки, хранения и передачи полученной информации. Полученные  данные  и  результаты  измерений  могут  использоваться  для  оперативного управления энергопотреблением на ПС 220 кВ «Баррикадная» ОАО «ФСК ЕЭС». ",система автоматизировать информационно измерительный коммерческий учёт электроэнергия аиис куэ енэс пс кв [UNK] далее по текст аиис куэ предназначить для измерение активный и реактивный электроэнергия сбор обработка хранение и передача получить информация получить данные и результат измерение мочь использоваться для оперативный управление энергопотребление на пс кв [UNK] оао фск еэс,систем автоматизирова информацион измерительн коммерческ учет электроэнерг аиис куэ енэс пс кв [UNK] дал по текст аиис куэ предназнач для измерен активн и реактивн электроэнерг сбор обработк хранен и передач получен информац получен дан и результат измерен могут использова для оперативн управлен энергопотреблен на пс кв [UNK] оа фск еэс,коммерческий учет электроэнергии 2
